Id,Title,Descriptions,HasPreviouslyBeenAsked,Importance,YearsAsked,ProbableCases,BookReferences,LinkReferences
S_CM_,Adverse Events Following Immunization,"- Adverse events following immunization
- Investigation",True,2,2023-06;2014-02,,n=CM-parkpsm&ed=27&vol=1#123,
S_CM_,Case Control Vs Cohort Study,,True,1,2024-02,,n=CM-parkpsm&ed=27&vol=1#87,
S_CM_,Cohort Study,- Elements of cohort study;- Advantages of cohort study;- Merits and demerits,True,7,2001-04;1993-11;2009-08;2005-02;2010-08;2013-02;2008-08,,"n=CM-parkpsm&ed=27&vol=1#83,84,87",
S_CM_,Uses of Epidemiology,,True,7,2013-08;2005-02;2010-02;2009-08;1999-04;2013-08;2016-08,,n=CM-parkpsm&ed=27&vol=1#99,
S_CM_,Standardized Death Rate,,True,1,1991-12,,n=CM-parkpsm&ed=27&vol=1#67,
S_CM_,International Death Certificate,,True,1,1993-01,,n=CM-parkpsm&ed=27&vol=1#64,
S_CM_,Population Attributable Risk,,True,2,2010-02;1993-01,,n=CM-parkpsm&ed=27&vol=1#86,
S_CM_,Retrospective Cohort Studies,,True,1,1993-01,,n=CM-parkpsm&ed=27&vol=1#84,
S_CM_,ODDS Ratio(Cross Product Ratio),,True,1,1993-01,,n=CM-parkpsm&ed=27&vol=1#81,
S_CM_,Measurement of Morbidity,,True,2,2010-02;1997-04,,n=CM-parkpsm&ed=27&vol=1#62,
S_CM_,Biological Transmission,,True,1,2000-04,,n=CM-parkpsm&ed=27&vol=1#106,
S_CM_,Case Control Study,- Steps;- Advantages,True,3,2000-04;2012-08;2006-02,,n=CM-parkpsm&ed=27&vol=1#79,
S_CM_,Generation Time,,True,2,2013-08;2009-08,,n=CM-parkpsm&ed=27&vol=1#108,
S_CM_,Vaccine Vial Monitor(VVM),,True,2,2010-08;2005-02,,n=CM-parkpsm&ed=27&vol=1#122,
S_CM_,Association and Causation,,True,1,2003-10,,n=CM-parkpsm&ed=27&vol=1#95,
S_CM_,Proportional Mortality Rate,,True,1,2009-02,,n=CM-parkpsm&ed=27&vol=1#66,
S_CM_,Epidemiology,- Definition,True,2,2009-02;2013-08,,n=CM-parkpsm&ed=27&vol=1#60,
S_CM_,Tools of Measurement in Epidemiology,,True,2,2011-02;2009-08,,n=CM-parkpsm&ed=27&vol=1#62,
S_CM_,Aims of Epidemiology,,True,1,2009-08,,n=CM-parkpsm&ed=27&vol=1#61,
S_CM_,Secular Trend,,True,2,2011-08;2009-08,,n=CM-parkpsm&ed=27&vol=1#74,
S_CM_,Serial Interval,,True,1,2009-08,,n=CM-parkpsm&ed=27&vol=1#108,
S_CM_,Secondary Attack Rate,,True,1,2010-08,,n=CM-parkpsm&ed=27&vol=1#108,
S_CM_,Endemic Index,,True,1,2011-02,,,
S_CM_,Confounding Factor,,True,1,2011-08,,n=CM-parkpsm&ed=27&vol=1#96,
S_CM_,Direct Standardization,,True,1,2012-02,,n=CM-parkpsm&ed=27&vol=1#66,
S_CM_,Pandemic,,True,1,2012-02,,n=CM-parkpsm&ed=27&vol=1#101,
S_CM_,Pentavalent Vaccine,,True,1,2012-02,,n=CM-parkpsm&ed=27&vol=1#136,
S_CM_,Common Source Epidemic,,True,1,2014-02,,n=CM-parkpsm&ed=27&vol=1#72,
S_CM_,Carriers,- Chronic carriers,True,3,2015-02;2003-10;2002-03,,n=CM-parkpsm&ed=27&vol=1#103,
S_CM_,Incubation Period,- Uses;- Extrinsic incubation period;- Mean incubation period,True,4,2015-02;2012-02;2011-02;2006-02,,n=CM-parkpsm&ed=27&vol=1#107,
S_CM_,Incidence and Prevalence,"- Differences;- Incidence
- Incidence rate
- Uses",True,3,2010-08;2009-02;2007-02,,"n=CM-parkpsm&ed=27&vol=1#68,69",
S_CM_,Safe Injection Practises,,True,1,2008-02,,,
