Id,Title,Descriptions,HasPreviouslyBeenAsked,Importance,YearsAsked,BookLocations,ProbableCases,ReferenceLinks
S_PH_1.19.7.5,Atypical Anti-Depressants,"- Mechanism of action
- Uses",True,1,2022-02,n=PH-kdtemp&ed=8&vol=0#490,,
S_PH_1.19.7.4,Serotonin and Noradrenaline Re-uptake Inhibitors (SNRIs),,True,1,2013-08,n=PH-kdtemp&ed=8&vol=0#487,,
S_PH_1.19.7.9,Serotonin Syndrome,,True,1,,,,
S_PH_1.19.7.1,Cheese Reaction,,True,1,2023-07,n=PH-kdtemp&ed=8&vol=0#482,,
S_PH_1.19.3.2;1.19.4.4,Benzodiazepines,"- Uses of Diazepam;- Mechanism of Action
- Uses
- Adverse Effects",True,5,2023-07;2020-02;2012-08;2009-02;1998-10,n=PH-kdtemp&ed=8&vol=0#427,,
S_PH_1.19.7.7,Anti-Anxiety Drugs,,True,1,2022-08,n=PH-kdtemp&ed=8&vol=0#493,,
S_PH_1.19.8.1,Morphine,"- Mechanism of Action
- Uses
- Contraindications
- Adverse Effects",True,4,2023-07;2023-02;2014-02;2012-02,n=PH-kdtemp&ed=8&vol=0#489,,
S_PH_1.19.8.2,Tramadol,,True,2,2018-08;2016-08,n=PH-kdtemp&ed=8&vol=0#504,,
S_PH_1.19.8.4,Pentazocine,,True,4,2013-02;2008-08;2003-10;1993-11,n=PH-kdtemp&ed=8&vol=0#510,,
S_PH_1.19.8.3,Opioid Receptors,,True,1,2014-08,n=PH-kdtemp&ed=8&vol=0#507,,
S_PH_1.19.9.1,Treatment of Alzheimer's,,True,2,2021-09;2012-02,n=PH-kdtemp&ed=1&vol=1#517,,
S_PH_1.19.8.5,Opioid Antagonists,,True,2,2020-11;2005-02,n=PH-kdtemp&ed=8&vol=0#511,,
S_PH_1.19.7.6,Drugs used in Smoking Cessation,,True,1,2022-08,n=PH-kdtemp&ed=8&vol=0#492,,
S_PH_1.19.1.3,Intravenous General Anaesthesia,,True,1,2008-08,n=PH-kdtemp&ed=8&vol=0#408,,
S_PH_1.19.1.4,Thiopentone Sodium,,True,1,2011-08,n=PH-kdtemp&ed=8&vol=0#408,,
S_PH_1.19.1.1,Nitrous Oxide,,True,2,2019-08;1991-08,n=PH-kdtemp&ed=8&vol=0#405,,
S_PH_1.19.1.8,Complications of General Anaesthesia,,True,1,2014-02,n=PH-kdtemp&ed=8&vol=0#412,,
S_PH_1.19.1.5,Propofol,,True,1,2012-02,n=PH-kdtemp&ed=8&vol=0#409,,
S_PH_1.19.1.2,Ether,,True,1,1992-04,n=PH-kdtemp&ed=8&vol=0#405,,
S_PH_1.19.3.1,Treatment of Barbiturate Poisoning,,True,1,1996-04,n=PH-kdtemp&ed=8&vol=0#427,,
S_PH_1.19.6.1,Chlorpromazine,,True,1,2000-10,n=PH-kdtemp&ed=8&vol=0#463,,
S_PH_1.19.6.3,Uses of Lithium in Psychiatry,,True,1,2003-10,n=PH-kdtemp&ed=8&vol=0#474,,
E_PH_1.19.6,Anti-Psychotic Drugs,"- Classification;- Mechanism of Action
- Pharmacological Action
- Preparations with Doses
- Uses
- Adverse Effects
- Interactions of Chlorpromazine",True,2,2003-10;1999-04,n=PH-kdtemp&ed=8&vol=0#464,,
S_PH_1.19.1.7,Conscious Sedation,,True,1,2019-02,n=PH-kdtemp&ed=8&vol=0#412,,
S_PH_1.19.1.10,Balance anaesthesia,,True,1,2010-02,,,
S_PH_1.19.3.4,Flumazenil,,True,1,1993-01,n=PH-kdtemp&ed=8&vol=0#435,,
S_PH_1.19.7.8,Difference Between Buspirone and Benzodiazepine,,True,1,2020-02,n=PH-kdtemp&ed=8&vol=0#495,,
