Id,Title,Descriptions,HasPreviouslyBeenAsked,Importance,YearsAsked,BookLocations,ProbableCases,ReferenceLinks
S_PH_1.19.2.1,"Drug interactions in Alcoholic ",,True,1,2020-02,n=PH-kdtemp&ed=8&vol=1#419,,
S_PH_1.19.2.2,"Treatment of Alcohol dependence ","- Rationale of using Disulfiram ",True,1,2023-07,n=PH-kdtemp&ed=8&vol=1#421,,
S_PH_1.19.8.6,"Neurolept analgesia ",,True,3,2023-02;2009-08;2001-11,,,
S_PH_1.19.3.3,"Non benzodiazepine hypnotic ",,True,1,2010-08,n=PH-kdtemp&ed=8&vol=1#432,,
S_PH_1.19.4.2,"Carbamazepine ","- Mechanism of action/- uses/- adverse effects/-  interactions ;- Drugs used in trigeminal neuralgia ",True,1,2009-02,n=PH-kdtemp&ed=8&vol=1#442,,
S_PH_1.19.4.7,"Status epilepticus ",,True,5,2009-02;2012-08;2000-04;2000-10;2007-02,n=PH-kdtemp&ed=8&vol=1#450,,
S_PH_1.19.4.1,Phenytoin sodium,"- Mechanism of action ;- Uses;- Adverse effects ;- Kinetics ;- Interactions ",True,4,2011-02;2013-02;2015-02;1997-04,n=PH-kdtemp&ed=8&vol=1#439,,
S_PH_1.19.4.3,"Sodium valproate ",,True,3,2014-02;2017-02;2001-11,n=PH-kdtemp&ed=8&vol=1#444,,
S_PH_1.19.4.6,"Topiramate ",,True,1,2013-08,n=PH-kdtemp&ed=8&vol=1#447,,
S_PH_1.19.4.5,Newer Anti epileptic drugs,,True,2,2023-02;2021-09,n=PH-kdtemp&ed=8&vol=1#446,,
S_PH_1.19.5,"Drug therapy of parkinsonism ",,True,3,2008-08;2009-08;2015-02,,,
S_PH_1.19.5.2,"Selective dopamine agonist in parkinsonism ",,True,4,2010-08;2012-08;2019-02;2022-08,n=PH-kdtemp&ed=8&vol=1#457,,
S_PH_1.19.5.1,"Levadopa ","- Rationale of using carbidopa with Levadopa ",True,3,2019-08;2021-09;1997-10,n=PH-kdtemp&ed=8&vol=1#457,,
S_PH_1.19.6.2,"Atypical antipsychotics drugs ","- Difference between typical and Atypical antipsychotics ",True,6,2012-02;2009-02;2015-08;2020-02;2022-03;2000-04,n=PH-kdtemp&ed=8&vol=1#468,,
S_PH_1.19.7.2,"Tricyclic antidepressants ",,True,1,2009-02,n=PH-kdtemp&ed=8&vol=1#482,,
S_PH_1.19.7.5,"Atypical antidepressants ",- Mechanism of action ;- Uses,True,1,2022-02,n=PH-kdtemp&ed=8&vol=1#490,,
S_PH_1.19.7.4,Serotonin and noradrenaline reuptake inhibitors,,True,1,2013-08,n=PH-kdtemp&ed=8&vol=1#487,,
S_PH_1.19.7.9,"Serotonin syndrome ",,True,1,,,,
S_PH_1.19.7.1,Cheese reaction,,True,1,2023-07,n=PH-kdtemp&ed=8&vol=1#482,,
S_PH_1.19.3.2;1.19.4.4,"Benzodiazepine ",- Uses of diazepam;- Mechanism of action ;- Uses;- Adverse effects,True,5,2009-02;2012-08;2020-02;2023-07;1998-10,n=PH-kdtemp&ed=8&vol=1#427,,
S_PH_1.19.7.7,Anti anxiety drugs,,True,1,2022-08,n=PH-kdtemp&ed=8&vol=1#493,,
S_PH_1.19.8.1,"Morphine ","- Uses;- Contraindications ;- Adverse effects ;- Pharmacological action ;- Mechanism of action ",True,4,2012-02;2014-02;2023-02;2023-07,n=PH-kdtemp&ed=8&vol=1#489,,
S_PH_1.19.8.2,Tramadol,,True,2,2016-08;2018-08,n=PH-kdtemp&ed=8&vol=1#504,,
S_PH_1.19.8.4,"Pentazocine ",,True,4,2008-08;2013-02;1993-11;2003-10,n=PH-kdtemp&ed=8&vol=1#510,,
S_PH_1.19.8.3,"Opioid receptors ",,True,1,2014-08,n=PH-kdtemp&ed=8&vol=1#507,,
S_PH_1.19.9.1,"Treatment of alzheimers ",,True,2,2012-02;2021-09,n=PH-kdtemp&ed=1&vol=1#517,,
S_PH_1.19.8.5,"Opioid antagonist ",,True,2,2020-11;2005-02,n=PH-kdtemp&ed=8&vol=1#511,,
S_PH_1.19.7.6,Drugs used in smoking sessation,,True,1,2022-08,n=PH-kdtemp&ed=8&vol=1#492,,
S_PH_1.19.1.3,"Intravenous general anasthesia ",,True,1,2008-08,n=PH-kdtemp&ed=8&vol=1#408,,
S_PH_1.19.1.4,"Thiopentone sodium ",,True,1,2011-08,n=PH-kdtemp&ed=8&vol=1#408,,
S_PH_1.19.1.1,"Nitrous oxide ",,True,2,2019-08;1991-08,n=PH-kdtemp&ed=8&vol=1#405,,
S_PH_1.19.1.8,"Complications of general anasthesia ",,True,1,2014-02,n=PH-kdtemp&ed=8&vol=1#412,,
S_PH_1.19.1.5,Propofol,,True,1,2012-02,n=PH-kdtemp&ed=8&vol=1#409,,
S_PH_1.19.1.2,Ether,,True,1,1992-04,n=PH-kdtemp&ed=8&vol=1#405,,
S_PH_1.19.3.1,"Treatment of Barbiturate poisoning ",,True,1,1996-04,n=PH-kdtemp&ed=8&vol=1#427,,
S_PH_1.19.6.1,"Chlorpromazine ",,True,1,2000-10,n=PH-kdtemp&ed=8&vol=1#463,,
S_PH_1.19.6.3,"Uses of Lithium in psychiatry ",,True,1,2003-10,n=PH-kdtemp&ed=8&vol=1#474,,
E_PH_1.19.6,Anti-psychotic drugs,"- Classify anti-psychotics ;- Mechanism of action/- pharmacological action/- preparations with doses/- uses/- adverse effects/-  interactions of Chlorpromazine ",True,2,1999-04;2003-10,n=PH-kdtemp&ed=8&vol=1#464,,
S_PH_1.19.1.7,"Conscious sedation ",,True,1,2019-02,n=PH-kdtemp&ed=8&vol=1#412,,
S_PH_1.19.1.10,"Balance anasthesia ",,True,1,2010-02,,,
S_PH_1.19.3.4,"Flumazenil ",,True,1,1993-01,n=PH-kdtemp&ed=8&vol=1#435,,
S_PH_1.19.7.8,"Difference between Buspirone and Benzodiazepine ",,True,1,2020-02,n=PH-kdtemp&ed=8&vol=1#495,,
