Id,Title,Descriptions,HasPreviouslyBeenAsked,Importance,YearsAsked,BookLocations,ProbableCases,ReferenceLinks
S_PH_1.4.7,Specialized Active Transport Mechanism Across Blological Membrane,,True,1,2013-08,n=PH-kdtemp&ed=8&vol=0#18,,
S_PH_1.6.1,Pharmacovigilance,,True,6,2022-08;2022-03;2021-09;2018-02;2016-02;2013-08,n=PH-kdtemp&ed=8&vol=0#93,,
S_PH_1.11.2.3,Parenteral Route of Drug Administration,,True,1,2019-08,n=PH-kdtemp&ed=8&vol=0#13,,
S_PH_1.7.2,Drugs in Anaphylactic Shock,,True,1,,n=PH-kdtemp&ed=8&vol=0#97,,
S_PH_1.4.1.4,Phase 2 Biotransformation Reactions with Suitable Examples,,True,2,2022-03;2020-02,n=PH-kdtemp&ed=8&vol=0#31,,
S_PH_1.5.4.1,Receptor antagonism drugs,,True,1,2011-08,n=PH-kdtemp&ed=8&vol=0#68,,
S_PH_1.5.1.2,Drug Responses in Elderly,,True,1,2012-08,n=PH-kdtemp&ed=8&vol=0#74,,
E_PH_1.5.1,Factors Modifying Drug Action,"- Definition Drug and Dose
- Various Factors Modifying a Drug's Actions
- Note about Pharmacogenetics",True,2,2015-08;2010-08,n=PH-kdtemp&ed=8&vol=0#73,,
S_PH_1.4.1,Biotransformation,,True,2,2008-08;1999-04,n=PH-kdtemp&ed=8&vol=0#28,,
S_PH_1.64.1,Post Marketing Surveillance During Newer Drug Development (Phase IV Clinical Trial),,True,2,2017-02;1995-11,n=PH-kdtemp&ed=8&vol=0#91,,
S_PH_1.7.3,Iatrogenicity,,True,1,2000-10,n=PH-kdtemp&ed=8&vol=0#101,,
S_PH_1.4.9,Protein Binding of Drugs,- Clinical significance with Examples,True,2,2021-09;2003-10,n=PH-kdtemp&ed=8&vol=0#25,,
S_PH_1.4.1.3,Phase 1 biotransformation reaction with examples,,True,1,2006-08,n=PH-kdtemp&ed=8&vol=0#29,,
S_PH_1.5.3,Drug Synergism,,True,1,2016-02,n=PH-kdtemp&ed=8&vol=0#66,,
S_PH_1.11.2.4,Rectal Route of Administration,- Merits and Demerits,True,1,2023-12,n=PH-kdtemp&ed=8&vol=0#12,,
S_PH_1.1.3,Orphan Drugs,,True,1,2018-08,n=PH-kdtemp&ed=8&vol=0#7,,
S_PH_1.64.2,Phase III Clinical Trial,,True,2,2022-02;2019-02,n=PH-kdtemp&ed=8&vol=0#91,,
S_PH_1.4.8,Zero Order Pharmacokinectics,,True,1,2019-08,n=PH-kdtemp&ed=8&vol=0#38,,
S_PH_1.5.4.2,Physical Antagonism,,True,1,2020-11,n=PH-kdtemp&ed=8&vol=0#67,,
S_PH_1.6.2,Causality Assessment,,True,1,2022-08,n=PH-kdtemp&ed=8&vol=0#93,,
