Id,Title,Descriptions,HasPreviouslyBeenAsked,Importance,YearsAsked,ProbableCases,BookReferences,LinkReferences
E_EN_,Otogenic Brain Abscess,"- Routes of Spread of Infection from Ear to Intracranial Structures
- Intracranial Complications of Chronic Suppurative Otitis Media
- Otogenic Brain Abscess",True,1,2019-08,,"n=EN-dhinent&ed=8&vol=0#90,98",
S_EN_,Impedance Audiometry,- Tympanometry;- Tympanogram,True,6,2019-02;2016-02;2014-08;2013-08;2012-08;2010-02,,n=EN-dhinent&ed=8&vol=0#28,
S_EN_,Organ of Corti,,True,1,2019-02,,n=EN-dhinent&ed=8&vol=0#16,
S_EN_,Facial Palsy (or) Bell's Palsy,- Surgery (Asked as a Short Answer),True,5,2018-08;2014-08;2014-02;2009-08;2003-10,,n=EN-dhinent&ed=8&vol=0#112,
S_EN_,Ménière's Disease,"- Clinical Features
- Management",True,6,2017-08;2017-02;2015-02;2011-02;2005-02;1996-10,,n=EN-dhinent&ed=8&vol=0#119,
S_EN_,Acute (Suppurative) Otitis Media (ASOM/AOM),,True,1,2017-02,,n=EN-dhinent&ed=8&vol=0#73,
S_EN_,Keratosis Obturans,,True,4,2016-08;2014-08;2005-02;1994-11,,n=EN-dhinent&ed=8&vol=0#64,
S_EN_,Signs of Retracted Tympanic Membrane,- Asked as a Short Answer,True,1,2016-02,,n=EN-dhinent&ed=8&vol=0#65,
S_EN_,Cholesteatoma,- Management,True,2,2015-08;2013-02,,,
S_EN_,Optokinetic Nystagmus,,True,1,2015-02,,n=EN-dhinent&ed=8&vol=0#50,
S_EN_,Frey's Syndrome (or) Gustatory Sweating,,True,1,2015-02,,"n=EN-dhinent&ed=8&vol=0#117,277",
S_EN_,Otogenic Brain Abscess,- Asked as a Short Answer,True,3,2015-02;2006-08;2004-08,,n=EN-dhinent&ed=8&vol=0#98,
S_EN_,Pure Tone Audiometry,- Asked as a Short Answer,True,2,2015-02;2010-08,,n=EN-dhinent&ed=8&vol=0#27,
S_EN_,Masking,- Asked as a Short Answer,True,1,2014-08,,n=EN-dhinent&ed=8&vol=0#24,
S_EN_,Caloric Test,- Modified Kobrak Test,True,4,2014-02;2009-02;2008-08;1997-10,,n=EN-dhinent&ed=8&vol=0#49,
S_EN_,Tympanoplasty,,True,1,2014-02,,n=EN-dhinent&ed=8&vol=0#34,
S_EN_,Middle Ear Risk Index (MERI),,True,1,2014-02,,,
S_EN_,Tuning Fork Tests,- Weber Test (Asked as a Short Answer),True,4,2014-02;2013-02;2012-02;2009-08,,n=EN-dhinent&ed=8&vol=0#26,
S_EN_,Causes of Red Eardrum,- Asked as a Short Answer,True,1,2014-02,,,
S_EN_,Fistula Test (or) Fistula Sign,,True,3,2014-02;2011-02;2008-02,,n=EN-dhinent&ed=8&vol=0#47,
S_EN_,Anatomy of Ear,- Mesotympanum (Asked as a Short Answer);- Medial Wall of Middle Ear: Diagram and Parts (Asked as a Short Answer),True,2,2013-08;2013-02,,n=EN-dhinent&ed=8&vol=0#6,
E_EN_,Benign Positional Paroxysmal Vertigo (BPPV),"- Peripheral Vestibular Causes of Vertigo- Pathophysiology- Clinical Features- Management",True,1,2013-02,,n=EN-dhinent&ed=8&vol=0#52,
S_EN_,Complications Following Facial Nerve Paralysis,- Gustatory Lacrimation (or) Crocodile Tears (Asked as a Short Answer),True,1,2013-02,,n=EN-dhinent&ed=8&vol=0#117,
S_EN_,Middle ear cleft,"- Neat labelled diagram
- Briefly describe",True,2,2010-02;2008-08,,n=EN-dhinent&ed=8&vol=0#5,
S_EN_,Deaf mutism,,True,5,2005-02;2002-03;2000-10;1997-04;1996-10,,n=EN-dhinent&ed=8&vol=0#135,
E_EN_,Conductive hearing loss,"- Discuss the aetiopathology
- Describe the types of tympanoplasty",True,1,2009-02,- Enumerate the causes of conductive hearing loss with intact tympanic membrane discuss the clinical features and management of otitis media with effusion in a 4 year old child,n=EN-dhinent&ed=8&vol=0#34,
S_EN_,Petrositis,,True,1,2009-02,,n=EN-dhinent&ed=8&vol=0#95,
S_EN_,Otomycosis,,True,7,2012-02;2009-08;2009-02;2005-08;2003-10;1998-10;1993-11,,n=EN-dhinent&ed=8&vol=0#61,
S_EN_,Furuncle of ear,,True,2,2009-08;2002-03,,n=EN-dhinent&ed=8&vol=0#60,
E_EN_,Cholesteatoma,"- Pathogenesis
- Etiology
- Cliniical features
- Management",True,3,2010-02;2006-08;2002-03,,n=EN-dhinent&ed=8&vol=0#79,
S_EN_,Complications chronic suppurative otitis media,"- Extra cranial complications
- Intra cranial complication
- Managemant",True,5,2012-02;2011-02;2010-02;2002-03;2000-04,,n=EN-dhinent&ed=8&vol=0#90,
S_EN_,Hearing loss,,True,1,2010-02,,n=EN-dhinent&ed=8&vol=0#34,
S_EN_,Stapedial reflex (or) Acoustic reflex,,True,1,2010-08,,n=EN-dhinent&ed=8&vol=0#30,
S_EN_,Physiology of hearing,,True,1,2010-08,,n=EN-dhinent&ed=8&vol=0#,
E_EN_,Glue ear (or) Serous otitis media (or) Otisis media with effusion (or) Secretory otisis media,"- Aetiology
- Clinical features
- Treatment",True,3,2011-02;2004-08;2002-03,- Enumerate the causes of conductive hearing loss with intact tympanic membrane. Discuss the clinical features and management of otitis media with effusion in a 4 year old child,n=EN-dhinent&ed=8&vol=0#,
S_EN_,Allergic otitis externa,,True,1,2011-02,,n=EN-dhinent&ed=8&vol=0#,
E_EN_,Meniere's disease,"- Etiopathology
- Clinical features
- Management",True,1,2011-08,,n=EN-dhinent&ed=8&vol=0#,
S_EN_,Glomus tumour,,True,1,2011-08,,n=EN-dhinent&ed=8&vol=0#,
S_EN_,Auditory pathway,,True,1,2011-08,,n=EN-dhinent&ed=8&vol=0#,
S_EN_,Acute mastoiditis,,True,1,2012-02,,n=EN-dhinent&ed=8&vol=0#,
S_EN_,Intra tympanic muscles,,True,1,2012-02,,n=EN-dhinent&ed=8&vol=0#,
S_EN_,Stapes,,True,2,2012-02;1998-10,,n=EN-dhinent&ed=8&vol=0#,
E_EN_,"Complications of chronic suppurative otitis media ","- Complications of chronic otitis media in spread of infection
- Classification
- Discuss in detail about lateral sinus thrombosis",True,7,2020-02;2019-08;2016-02;2014-08;2012-08;2001-11;1993-01,"- 50 year old male presents with history of left ear discharge for 3 years. What are the routes of spread of infection to the intracranial structures in this patient? Enumerate the intracranial complications expected. Describe in detail about otogenic brain abscess;- 30 yrs old female from village, with H/O right ear discharge since childhood with H/O hard of hearing - 5yrs. & Headache - 3 months. On Examination the patient was having a central perforation in the anteroinferior quadrant of the Tympanic
membrane. TFT showed Rinne negative, Weber lateralized to right side ABC- not reduced. What could be the Diagnosis? What are the investigation you will do? What do you mean by Air - Bone Gap? How will you manage this case",n=EN-dhinent&ed=8&vol=0#90,
S_EN_,Swimmer's ear,,True,1,2012-08,,n=EN-dhinent&ed=8&vol=0#,
S_EN_,"Nerve supply of external auditory canal ",,True,1,2012-08,,n=EN-dhinent&ed=8&vol=0#,
S_EN_,Valsalva maneuver,,True,1,2012-08,,n=EN-dhinent&ed=8&vol=0#,
S_EN_,Pseudocyst pinna,,True,1,2012-08,,n=EN-dhinent&ed=8&vol=0#,
S_EN_,Benign positional paroxysmal vertigo(BPPV),,True,1,2001-04,,n=EN-dhinent&ed=8&vol=0#,
S_EN_,Management of atticoantral type of CSOM,,True,1,2001-11,,n=EN-dhinent&ed=8&vol=0#,
S_EN_,Unilateral ear pain,- Causes and clinical features,True,1,2005-02,,,
E_EN_,Middle ear,"- Describe in detail
- Diagram
- Anatomy",True,1,2006-02,,,
S_EN_,Complications of stapedectomy,,True,1,2006-02,,,
S_EN_,Bezold's abscess,,True,1,2008-02,,,
S_EN_,Theories of hearing,,True,1,2001-11,,,
E_EN_,Conductive deafness,"- Define
- Enumerate its causes
- Investigation
- Management",True,1,2005-08,,,
S_EN_,Otitic hydrocephalus,,True,1,1995-04,,,
