Id,Title,Descriptions,HasPreviouslyBeenAsked,Importance,YearsAsked,ProbableCases,References
S_CM_,Diagnosis and Prevention of Swine Flu,,True,1,2009-08,,@book?n=CM-parkpsm&ed=27&vol=1#175
S_CM_,Social Pathology in Leprosy,,True,1,2009-08,,@book?n=CM-parkpsm&ed=27&vol=1#364
E_CM_,Tetanus,-Epidemiology,True,1,2010-02,,@book?n=CM-parkpsm&ed=27&vol=1#358
E_CM_,Japanese Encephalitis,"-List the Arboviral Disease
-Epidemiology
-Clinical features
-Control",True,2,2010-08;2015-08,,@book?n=CM-parkpsm&ed=27&vol=1#331
S_CM_,Natural History of Measles,,True,1,2010-08,,@book?n=CM-parkpsm&ed=27&vol=1#164
S_CM_,Contact Tracing in STD,,True,1,2010-08,,@book?n=CM-parkpsm&ed=27&vol=1#388
S_CM_,Syndromic Approach in Sexually Transmitted Diseases,,True,1,2011-02,,@book?n=CM-parkpsm&ed=27&vol=1#381
S_CM_,Elimination of Lymphatic Filariasis,,True,2,2011-08;2013-02,,@book?n=CM-parkpsm&ed=27&vol=1#319
S_CM_,Control of Japanese Encephalitis,,True,1,2013-02,,@book?n=CM-parkpsm&ed=27&vol=1#332
S_CM_,"Management of Cases and carriers in Diphtheria ",,True,1,2013-02,,@book?n=CM-parkpsm&ed=27&vol=1#180
S_CM_,Agent and Host Factors in Leprosy,,True,1,2013-02,,@book?n=CM-parkpsm&ed=27&vol=1#363
E_CM_,Typhoid fever,"-Epidemiology
-Prevention and Control",True,2,2013-08;2016-02,,@book?n=CM-parkpsm&ed=27&vol=1#276
S_CM_,Scrub Tyhphus,,True,2,2013-08;2015-08,,@book?n=CM-parkpsm&ed=27&vol=1#347
S_CM_,Case Finding Methods in Leprosy,,True,1,2014-08,,@book?n=CM-parkpsm&ed=27&vol=1#369
S_CM_,Control and Prevention of Yellow Fever,,True,2,2014-08;2019-02,,@book?n=CM-parkpsm&ed=27&vol=1#328
S_CM_,Vaccine Associated Paralytic Polio,,True,1,2014-08,,@book?n=CM-parkpsm&ed=27&vol=1#242
S_CM_,Epidemiology and Prevention of Ebola Virus Disease,,True,1,2016-02,,
S_CM_,Post Exposure Prophylaxis in Rabies,,True,2,2016-08;2024-02,,@book?n=CM-parkpsm&ed=27&vol=1#324
E_CM_,Acute Respiratory Illness(ARI),"-Diagnosis
-Management according to IMNCI guidelines 
-Vaccines used to prevent ARI",True,2,2019-08;2024-02,"-A mother of 8 months old male child brought him to the PHC with complaints of breathlessness for one day.The baby had history of fever and cough for 4 days without any treatment. On examination baby has temperature 101*F and RR 64/min without acute chest drawing  ",@book?n=CM-parkpsm&ed=27&vol=1#185
E_CM_,Leptospirosis,"-Name Some Zoonotic Disease
-Epidemiology
-Prevention and Control",True,1,2024-02,,@book?n=CM-parkpsm&ed=27&vol=1#338
S_CM_,Post Exposure Prophylaxis in HIV,,True,1,2023-02,,@book?n=CM-parkpsm&ed=27&vol=1#405
