Id,Title,Descriptions,HasPreviouslyBeenAsked,Importance,YearsAsked,BookLocations,ProbableCases,ReferenceLinks
S_MI_1.2.6.2.1,Mutation,,True,5,2023-07;2018-08;2012-08;2011-08;2010-08,,,
S_MI_1.2.7.2,Exotoxins,- Bacteria producing exotoxins;- Exotoxin producing shigella species,True,4,2018-02;2014-02;2013-02;2010-02,,,
S_MI_1.2.7.2.1,Difference Between Exotoxin and Endotoxin,,True,1,2008-08,,,
S_MI_1.2.7.1,Bacterial Virulence,,True,2,2017-02;2008-08,,,
S_MI_1.2.8.1,Mycoplasma,- Lab diagnosis,True,2,2014-02;2009-02,,,
S_MI_1.2.8.2,Pleomorphism,,True,1,2013-08,,,
S_MI_1.2.8.3,Non-Sporing Anaerobic Infections,,True,1,2009-02,,,
S_MI_1.6.1,"Antimicrobial Resistance ",,True,2,2020-11;2012-08,,,
S_MI_1.6.1.1,"Transferrable Drug Resistance  ",,True,1,2011-02,,,
S_MI_1.1.5.1,Commensals,,True,1,2018-08,,,
S_MI_1.1.2.1,Viral Replication,,False,1,,,,
S_MI_1.1.2.2,"Lab Diagnosis of Viral Diseases ",,False,1,,,,
S_MI_1.2.9,Stool Concentration Techniques,,False,1,,,,
S_MI_1.1.4.1,Dimorphic Fungi,,False,1,,,,
S_MI_1.1.4.2,Opportunistic Fungal Infections,,False,1,,,,
S_MI_1.6.2,Antimicrobial Susceptibility Testing (AST),,False,1,,,,
S_MI_1.2.2.2.5,Biofilm,,False,1,,,,
