Id,Title,Descriptions,HasPreviouslyBeenAsked,Importance,YearsAsked,BookLocations,ProbableCases,ReferenceLinks
S_PH_1.47.1,"Erythrocytic schizonticidal agents ",,True,1,2012-08,n=PH-kdtemp&ed=8&vol=1#874,,
S_PH_1.42.8.1,Gentamicin,,True,3,2012-08;2001-11;2005-02,n=PH-kdtemp&ed=8&vol=1#797,,
S_PH_1.48.4.4,"Fusion inhibitors in HIV infections ",,True,1,2012-08,n=PH-kdtemp&ed=8&vol=1#867,,
S_PH_1.47.1.3,Mefloquine,,True,2,2000-10;2002-03,n=PH-kdtemp&ed=8&vol=1#881,,
S_PH_1.47.10,Praziquantel,,True,2,2001-04;2006-08,n=PH-kdtemp&ed=8&vol=1#912,,
S_PH_1.47.7,Pyrantel pamonate,,True,1,2001-11,n=PH-kdtemp&ed=8&vol=1#909,,
S_PH_1.42.2.3,Semisynthetic penicillin,,True,2,2005-02;2013-02,n=PH-kdtemp&ed=8&vol=1#770,,
S_PH_1.47.1.9,"Management of chloroquine resistant malaria ",,True,1,2006-02,n=PH-kdtemp&ed=8&vol=1#877,,
S_PH_1.42.5,Broad spectrum penicillins,,True,1,2006-08,n=PH-kdtemp&ed=8&vol=1#766,,
S_PH_1.42.15,Topical antifungal agents,,True,2,2007-08;2013-02,n=PH-kdtemp&ed=8&vol=1#847,,
S_PH_1.43.5,"Drugs used in syphilis ",,True,1,2008-02,n=PH-kdtemp&ed=8&vol=1#766,,
E_PH_1.47.1,Antimalarial drugs,- Classificati9n/- Chloroquine resistant malaria/-  Extramalarial uses;- Classification/- ACT prophylaxis;- Classifiaction/- Chloroquine/- Mechanism of action/- Adverse drug reactions/- Uses,True,5,2003-10;2017-08;2014-08;2008-08;1993-01,n=PH-kdtemp&ed=8&vol=1#877,,
E_PH_1.42.9,Macrolides,- Classification/- Erythromycin/- Mechanism of action/-  Adverse drug reactions/- Uses,True,1,2008-08,n=PH-kdtemp&ed=8&vol=1#803,,
E_PH_1.42.2.1,"Penicillins ","- Classification/- Penicillin G/- Mechanism of action/-  Uses/- Preparations /- Compare pharmacokinetics of aminopenicillins and penicillin G;- Classification/- Ampicillin/- Mechanismofaction/- Adverse drug reactions /- uses;- Classification/- Aminopenicillin/- Mechanism of action/-  Uses/- Adverse drug reactions ;- Classification/-Penicillin G/- Mechanism of action/-  Uses/- Adverse drug reactions ",True,3,2009-02;2004-08;1998-10,n=PH-kdtemp&ed=8&vol=1#766,,
E_PH_1.47.3,Antiamoebic drugs,- Metronidazole/- Mechanism of action/- Spectrum of activity/- Uses,True,7,2013-08;2023-07;2004-08;2007-08;2009-02;2011-08;1993-11,n=PH-kdtemp&ed=8&vol=1#894,,
E_PH_1.42.8,Aminoglycosides,"- Classification/- Mechanism of action/- Adverse drug reactions/- Uses/- Pharmacokinetics ;- Classification/- Mechanism of action/- Adverse drug reactions/- Uses of gentamycin ",True,2,2009-08;2023-07,n=PH-kdtemp&ed=8&vol=1#793,,
E_PH_1.44,Antitubercular drugs,- Classification/- Isoniazid/- Mechanism of action/- Adverse drug reactions/- Short course treatment of TB;- Rifampicin/- Mechanism of action/- Adverse drug reactions/- Uses ;- Mechanism of action/- Adverse drug reactions of any 1 drug;- Treatment of pulmonary TB /- Bacterial resistance ;- Mechanism of action/- Adverse drug reactions of any 2 drug,True,5,2008-02;2010-02;2011-02;2016-08;2023-07,n=PH-kdtemp&ed=8&vol=1#816,"- A 25 years old male came with complaints of cough with expectoration, evening rise of temperature, sweating and loss of appetite for past 2 weeks",
E_PH_1.42.3,"Flouroquinolones ","- Classification/- Mechanism of action/- Uses/- 2nd generation flouroquinolones ",True,3,2013-02;1994-11;1996-10,n=PH-kdtemp&ed=8&vol=1#760,,
E_PH_1.42.14,Antifungals,"- Classification/- Imidazoles Mechanism of action/-  Ketaconazole uses and Adverse drug reactions ;- Classification/- Fluconazole/- Mechanism of action/- Adverse drug reactions/- Pharmacokinetics/- Therapeutic uses ;- Classification/- Griseofulvin/- Mechanism of action/- Adverse drug reactions/- Drug interactions/- Therapeutic uses ",True,3,2012-08;2015-02;2020-02,n=PH-kdtemp&ed=8&vol=1#838,,
E_PH_1.46,"Antileprosy drugs ","- Multidrug therapy/- Therapeutic aspects and Adverse effect of 3 drugs used;- Enumerate drugs used in leprosy/- Dosage schedule and Adverse effects of rugs used in paucibacillary and multi bacillary leprosy/- Treatment of lepra reaction ",True,3,1994-11;1998-04;2007-02,n=PH-kdtemp&ed=8&vol=1#831,,
E_PH_1.48,"Antivirals ",- Classification/- Acyclovir/- Mechanism of action/- Adverse drug reactions/- Uses,True,1,2008-02,n=PH-kdtemp&ed=8&vol=1#847,,
E_PH_1.45.1,Multidrug resistant TB,"- ATT in MDR TB/- Mechanism of action and adverse effects /- Categories of treatment in MDR TB/- Interactions of ATT drugs and oral contraceptives and it's management ;- Classification of ATT /- DOTS/- Management of MDR TB ",True,1,2022-02,n=PH-kdtemp&ed=8&vol=1#825,,
E_PH_1.42.5,"Broad spectrum antibiotics ","- Classify tetracyclines/- MOA/- ADR/- Antibacterial spectrum ;- Why tetracycline is not used in children/- Precautions to be taken before use of tetracycline ",True,2,2000-10;2002-03,n=PH-kdtemp&ed=8&vol=1#784,,
E_PH_1.42.2,"Beta lactam antibiotics ",- Classification of beta lactam antibiotics/- Mechanism of action/- Adverse drug reactions/- Uses of penicillin/- Beta lactamase inhibitors ;- Classification of beta lactam antibiotics/- Mechanism of action/- Adverse drug reactions/- Uses of penicillin G/- Beta lactamase inhibitors and their uses,True,3,2004-08;2019-02;2016-02,n=PH-kdtemp&ed=8&vol=1#766,,
E_PH_1.42.2.4,"Cephalosporins ",- Classification/- Spectrum of 3rd generation Cephalosporins/- Drug therapy in Bacterial meningitis/-  Chemoprophylaxis of meningitis;- Classification/- Mechanism of action/- Adverse drug reactions/- Uses/- Brief about post antibiotic effect,True,2,2015-08;2001-04,n=PH-kdtemp&ed=8&vol=1#775,,
E_PH_1.43.4,Drugs for treatment of typhoid,- Ciprofloxacin/- Mechanism of action/- Adverse drug reactions/- Uses/- Treatment of ciprofloxacin resistant cases,True,1,2023-02,n=PH-kdtemp&ed=8&vol=1#762,"15yr old girl admitted with complaints of high fever, head ache and stomach pain. She revealed that she had visited marina beach last week end and ate from roadside food stall ",
S_PH_1.47.5,Mebendzole,"- Indications ;- Mechanism of action/- Adverse drug reactions ",True,3,2009-08;2015-02;1997-10,n=PH-kdtemp&ed=8&vol=1#906,,
S_PH_1.42.9.3,Azithromycin,- Antibacterial spectrum/- Mechanism of action/- Adverse drug reactions/- Uses,True,2,2017-08;2012-08,n=PH-kdtemp&ed=8&vol=1#804,,
S_PH_1.47.1.4,"Quinine ",,True,1,2009-02,n=PH-kdtemp&ed=8&vol=1#882,,
S_PH_1.42.1.1,Topical sulphonamides,,True,1,2009-08,n=PH-kdtemp&ed=8&vol=1#754,,
S_PH_1.42.2.5.2,Imepenem,,True,2,2013-02;2015-02,n=PH-kdtemp&ed=8&vol=1#782,,
S_PH_1.42.2.4,"Cephalosporins ",,True,1,1990-12,n=PH-kdtemp&ed=8&vol=1#775,,
S_PH_1.42.2.3.2,Therapeutic uses of Amoxycillin,,True,1,1998-04,n=PH-kdtemp&ed=8&vol=1#773,,
