Id,Title,Descriptions,HasPreviouslyBeenAsked,Importance,YearsAsked,ProbableCases,BookReferences,LinkReferences
S_MI_,Tuberculosis,"- NTEP
- Culture Media for Tuberculosis
- Mantoux test
- BCG;- Lab Diagnosis;- RNTCP",True,8,2023-07;2022-08;2021-09;2018-02;2015-08;2013-08;2010-08;2009-02;2006-02;2004-08;2002-03,,n=MI-apsemm&ed=4&vol=0#515;n=MI-apsemm&ed=3&vol=0#623,
S_MI_,Pneumocystis Pneumonia (or) Pneumocystis jirovecii,,True,2,2023-07;2013-02,,n=MI-apsemm&ed=4&vol=0#563;n=MI-apsemm&ed=3&vol=0#679,
S_MI_,Pseudomonas Infection,,True,1,2020-02,,n=MI-apsemm&ed=4&vol=0#534;n=MI-apsemm&ed=3&vol=0#642,
S_MI_,Atypical Mycobacteria (or) Non-Tuberculous Mycobacteria (NTM),,True,7,2021-09;2014-02;2010-02;2009-08;2008-08;2001-04;1999-04,,n=MI-apsemm&ed=4&vol=0#527;n=MI-apsemm&ed=3&vol=0#636,
S_MI_,Mycoplasma,- Lab Diagnosis,True,1,2009-02,,n=MI-apsemm&ed=4&vol=0#510;n=MI-apsemm&ed=3&vol=0#618,
E_MI_,Pertussis (or) Whooping Cough (or) Bordetella Pertussis,"- Etiology
- Pathogenesis
- Lab Diagnosis",True,1,2011-08,,n=MI-apsemm&ed=4&vol=0#530;n=MI-apsemm&ed=3&vol=0#638,
S_MI_,Legionellosis,,True,1,2013-02,,n=MI-apsemm&ed=4&vol=0#513;n=MI-apsemm&ed=3&vol=0#621,
E_MI_,Influenza (or) Swine Flu,"- Morphology
- Pathogenesis
- Lab Diagnosis",True,1,2010-02,,n=MI-apsemm&ed=4&vol=0#543;n=MI-apsemm&ed=3&vol=0#648,
S_MI_,Rhino Virus Infection,,True,1,2015-02,,n=MI-apsemm&ed=4&vol=0#559;n=MI-apsemm&ed=3&vol=0#675,
S_MI_,Oriental Lung Fluke (or) Paragonimus westermani,,True,2,2008-02;2005-08,,n=MI-apsemm&ed=4&vol=0#561;n=MI-apsemm&ed=3&vol=0#676,
E_MI_,Tuberculosis,"- Classify Mycobacteria
- Pathogenesis
- Lab Diagnosis",True,5,2007-02;2005-08;2004-08;2001-11;1994-11,,n=MI-apsemm&ed=4&vol=0#515;n=MI-apsemm&ed=3&vol=0#623,
S_MI_,Mumps,,True,1,2000-10,,n=MI-apsemm&ed=4&vol=0#548;n=MI-apsemm&ed=3&vol=0#656,
E_AN_,Diphtheria (or) Corynebacterium diphtheriae,"- Morphology
- Culture Characters
- Lab Diagnosis",True,1,1993-11,,n=MI-apsemm&ed=4&vol=0#492;n=MI-apsemm&ed=3&vol=0#599,
S_MI_,Antigenic Shift and Antigenic Drift,,False,5,,,n=MI-apsemm&ed=4&vol=0#541;n=MI-apsemm&ed=3&vol=0#649,
S_MI_,Extra-Pulmonary Tuberculosis,,False,1,,,n=MI-apsemm&ed=4&vol=0#517;n=MI-apsemm&ed=3&vol=0#625,
S_MI_,Quellung Reaction (or) Neufeld Reaction,,False,3,,,n=MI-apsemm&ed=4&vol=0#502;n=MI-apsemm&ed=3&vol=0#608,
