Id,Title,Descriptions,HasPreviouslyBeenAsked,Importance,YearsAsked,BookLocations,ProbableCases,ReferenceLinks
S_MI_3.2.1.3,Hepatitis B Virus,"- Various viral markers
- Laboratory diagnosis
- Prophylaxis;- Detail about Hepatitis B Virus",True,2,2022-08;2022-02,n=MI-apsemm&ed=4&vol=0#397;n=MI-apsemm&ed=3&vol=0#478,"A 40-year-old male presented with history of **loss of appetite, malaise and jaundice** of 2 months duration. On examination, there was **icterus, hepatomegaly and tenderness in the right hypochondriac region.** He gave a history of **blood transfusion** in the past. On laboratory examination, he was found to be positive for HBsAg.",
S_MI_3.2.2.2,Echinococcus granulosus,- Life cycle;- Hydatid disease;- Cystic Echinococcus;- Dog Tapeworm,True,3,2023-02;2020-02;2009-02,n=MI-apsemm&ed=4&vol=0#410;n=MI-apsemm&ed=3&vol=0#493,,
E_MI_3.2.2.1,Extra Intestinal Amoebiasis (or) Amoebic Liver Abscess,"- Pathogenesis
- Clinical features
- Complication
- Laboratory diagnosis
- Treatment
- Prevention",True,1,,n=MI-apsemm&ed=4&vol=0#409;n=MI-apsemm&ed=3&vol=0#489,"45 year old male presents with **fever, jaundice and pain in the right hypochondrium.** He complains of **dysentery** and along with **weight loss** for the past 2 months. USG of the abdomen shows **enlarged liver** with **peritonitis.** Diagnostic Aspiration from the liver reveals **anchovy sauce pus.**",
S_MI_3.2.1.7,Yellow Fever,,True,1,1995-11,n=MI-apsemm&ed=4&vol=0#407;n=MI-apsemm&ed=3&vol=0#489,,
S_MI_3.2.1.7.1,17D Vaccine,,True,1,,n=MI-apsemm&ed=4&vol=0#408;n=MI-apsemm&ed=3&vol=0#490,,
S_MI_3.2.1.6,Hepatitis E,,True,1,2003-10,n=MI-apsemm&ed=4&vol=0#406;n=MI-apsemm&ed=3&vol=0#488,,
S_MI_3.2.2.3.1,Fasciola hepatica,,True,1,1998-10,n=MI-apsemm&ed=4&vol=0#413;n=MI-apsemm&ed=3&vol=0#497,,
S_MI_3.2.2.3.1,Casoni's Test,,True,2,2014-02;2010-02,n=MI-apsemm&ed=4&vol=0#412;n=MI-apsemm&ed=3&vol=0#496,,
S_MI_3.2.1.2,Hepatitis A,,True,1,,n=MI-apsemm&ed=4&vol=0#396;n=MI-apsemm&ed=3&vol=0#477,,
S_MI_3.2.1.1,Viral Oncogenes,- Detail about Viral Oncogenes;- Oncogenic RNA Viruses;- Mechanism of Oncogenesis by HPV and HBV,True,3,2020-02;2012-08;1998-11,n=MI-apsemm&ed=4&vol=0#669;n=MI-apsemm&ed=3&vol=0#476,,
S_MI_3.2.1.3.1,Dane Particle,,True,1,2013-02,n=MI-apsemm&ed=4&vol=0#398;n=MI-apsemm&ed=3&vol=0#479,,
S_MI_3.2.1,Hepatitis Virus,- Associated with Cirrhosis;- Providing Chronic infection,True,3,2014-02;2013-08;1997-10,n=MI-apsemm&ed=4&vol=0#395;n=MI-apsemm&ed=3&vol=0#476,,
