Id,Title,Descriptions,HasPreviouslyBeenAsked,Importance,YearsAsked,BookLocations,ProbableCases,ReferenceLinks
E_MI_2.6.1,Malaria,"-Life Cycle
-Pathogenesis
-Clinical Features
-Laboratory Diagnosis
-Management",TRUE,5,2014-02;2019-02;2004-08;2006-08;2008-02,n=MI-apsemm&ed=3&vol=1#346,"A 54 year old male from Chhattisgarh presented with fever, chills and rigor for 4 days. The patient developed convulsions prior to admission. On physical examination, muscle tone and tendon reflexes were reduced. Anemia and splenomegaly were present. The blood sample was collected for peripheral blood smear examination which accole form, multiple ring forms and crescent shaped gametocytes inside RBC's  ",
S_MI_2.6.1,Erythrocytic Schizogony,,TRUE,1,2008-08,n=MI-apsemm&ed=3&vol=1#347,,
S_MI_2.6.2,Complications of Falciparum Malaria,,TRUE,2,2010-02;2018-02,n=MI-apsemm&ed=3&vol=1#350,,
S_MI_2.6.3,Laboratory Diagnosis of Malaria,,TRUE,7,2010-08;2015-08;2017-08;2019-08;2022-02;2022-08;2004-08,n=MI-apsemm&ed=3&vol=1#352,,
S_MI_2.6.4,Plasmodium Vivax/ Benign Tertian Malaria,"-Life cycle
-Laboratory Diagnosis
-Treatment",TRUE,5,2014-08;2016-02;2018-08;2023-02;2003-10,n=MI-apsemm&ed=3&vol=1#349,,
S_MI_2.6.5,Plasmodium Ovale,"-Life Cycle
-Laboratory Diagnosis
-Treatment",TRUE,1,2020-11,n=MI-apsemm&ed=3&vol=1#348,,
E_MI_2.4.1,Dengue Virus,"-Classification of Arboviruses
-Pathogenesis
-Clinical Features
-Laboratory Diagnosis
-Complications
-Management",TRUE,4,2013-02;2017-08;2022-08;1991-12,n=MI-apsemm&ed=3&vol=1#338,"A 30 year old Female came to casualty with complaints of high grade fever, severe joint pain, back pain, myalgia. Gradually, she developed Petechial rashes over the body. On examination, she was found to have Jaundice, hepatomegaly and low platelet count (30,000/cmm). A tourniquet test was done over the cubital fossa demonstrated 25 petechial spots /square inch area. On inquiry, she told she had been bitten by the mosquito",
S_MI_2.4.1,Chikungunya Virus,"-Pathogenesis
-Clinical Features
-Laboratory Diagnosis
-Management",TRUE,3,2009-08;2016-08;2006-08,n=MI-apsemm&ed=3&vol=1#341,,
S_MI_2.4.2,Dengue Virus,"-Pathogenesis
-Transmission
-Clinical Features
-Treatment",TRUE,10,2010-08;2012-02;2013-08;2014-02;2016-02;2022-08;2023-02;2023-07;1999-04;2003-10;2005-02,n=MI-apsemm&ed=3&vol=1#338,,
S_MI_2.4.3,Complications of Dengue Virus,,TRUE,1,2009-08,n=MI-apsemm&ed=3&vol=1#339,,
E_MI_2.2.1,Rickettsial Infections,"-Classification of Rickettsiae
-Morphology
-Cultivation
-Antigenic Structure
-Pathogenesis
-Laboratory Diagnosis of Typhus fever
- Note about Brill Zinser Disease",TRUE,2,2016-08;2020-02,n=MI-apsemm&ed=3&vol=1#310,,
S_MI_2.2.1,Weil Felix test,,TRUE,5,2009-08;2014-02;2022-03;1991-12;2000-10,n=MI-apsemm&ed=3&vol=1#312,,
S_MI_2.2.2,Rickettsial Infections,,TRUE,1,2012-02,n=MI-apsemm&ed=3&vol=1#310,,
S_MI_2.2.3,Scrub Typhus,"-Etiology
-Pathogenesis
-Clinical Features
-Laboratory Diagnosis
-Treatment",TRUE,3,2011-08;2023-02;2001-04,n=MI-apsemm&ed=3&vol=1#313,"A 39 year old farmer presented to the emergency department with a 4 day history of fever, headache, and non - pruritic rashes on his face, extremities with eschar on left lower leg.",
E_MI_2.3.1,Leptospirosis,"-Classification of Spirochetes
-Etiology
-Pathogenesis
-Epidemiology
-Clinical Features
-Laboratory Diagnosis
-Management",TRUE,3,2015-02;2023-02;2023-07,n=MI-apsemm&ed=3&vol=1#319,"A 45 year old male patient attend OP with history of fever with chills, headache, abdominal pain with vomiting. History was elicited, that he went to Andaman and has taken a drinking water from a lake. On examination, there is jaundice with hepatosplenomegaly. On dark ground microscopic examination of blood shows spirally coiled bacilli.",
S_MI_2.3.1,Laboratory Diagnosis of Leptospirosis,,TRUE,4,2015-08;2017-08;2022-02;1996-04,n=MI-apsemm&ed=3&vol=1#319,,
S_MI_2.3.2,Borreliosis/Relapsing Fever,,TRUE,4,2011-08;2014-08;1993-11;2003-10,n=MI-apsemm&ed=3&vol=1#322,,
E_MI_2.5.2,Trypanosomiasis/Chaga's Diesease,"-Enlist common Blood flagellates
-Pathogenesis
-Clinical Features
-Laboratory Diagnosis
-Prophylaxis",TRUE,1,2016-08,n=MI-apsemm&ed=3&vol=1#366,,
E_MI_2.5.3,Lymphatic Filariasis,"-Classification of Filarial Nematodes
-Lifecycle
-Pathogenesis
-Laboratory Diagnosis
-Management",TRUE,5,2012-08;2007-02;1997-10;2001-04;2004-08,n=MI-apsemm&ed=3&vol=1#370,"A 35 year old female from a village of Bihar came to the hospital with history of fever on and off for the past one year and recently developed unilateral swelling of the left lower limb. Her blood sample was sent for peripheral blood smear examination which revealed microfilariae, 240 um in length, tail tip pointed free nuclei ",
S_MI_2.5.3,Laboratory Diagnosis of Filariasis,,TRUE,2,2013-02;2016-08,n=MI-apsemm&ed=3&vol=1#373,,
S_MI_2.5.4,Life Cycle of Wucheria bancrofti,,TRUE,2,2021-09;2023-02,n=MI-apsemm&ed=3&vol=1#371,,
S_MI_2.5.5,Brugian Filariasis,,TRUE,1,2022-03,n=MI-apsemm&ed=3&vol=1#375,,
E_MI_2.1.1,Infective Endocarditis,"-Etiology
-Risk Factors
-Pathogenesis
-Clinical Features
-Diagnostic Criteria
-Management",TRUE,1,2023-07,n=MI-apsemm&ed=3&vol=1#287,"A 70 year old man was hospitalized with fever, weakness in lower limbs. Echocardiogram showed Vascular vegetations on the mitral valve. He also had elevated CRP and ESR",
E_MI_2.1.2,Rheumatic Fever,"-Etiology
-Pathogenesis
-Clinical Features
-Diagnostic Criteria
-Management",TRUE,3,2017-02;2022-02;1997-04,n=MI-apsemm&ed=3&vol=1#293,"A 7 year old female child presented to the cardiology OPD with swollen, red, and /or tender joints,which migrates from one joint to another(knees, ankles, hips and elbows) over a period of hours. The child was having an abnormal gait. She also complained of painless, small, mobile lumps beneath the skin overlying bony prominences, particularly of the hands ,feet and elbows. On auscultation, murmur was heard over the mitral valve area .ECG showed prolongation of PR interval. On inquiry, the it was found that the child had an episode of sore throat 3 weeks back.  ",
S_MI_2.1.1,Fever of Unknown Origin/ Pyrexia of Unknown Origin,,TRUE,4,2009-08;2018-08;2022-02;2023-02,n=MI-apsemm&ed=3&vol=1#299,,
S_MI_2.1.2,Blood Culture in Infective Endocarditis,,TRUE,1,2023-02,n=MI-apsemm&ed=3&vol=1#288,,
S_MI_2.9.1,Dimorphic Fungi,"-Histoplasmosis
-Blastomycosis
-Coccidiomycosis
-Paracoccidiomycosis",TRUE,7,2010-02;2011-02;2012-02;2014-02;2017-08;2023-07;1993-11,n=MI-apsemm&ed=3&vol=1#379,,
S_MI_2.1.3,Laboratory Diagnosis of Bloodstream Infections,,TRUE,1,2020-02,n=MI-apsemm&ed=3&vol=1#297,,
S_MI_2.9.2,Candidiasis,,TRUE,10,2009-08;2016-02;2022-02;2018-02;1990-10;1993-01;1996-04;2000-10;2003-10;2005-02,n=MI-apsemm&ed=3&vol=1#377,,
S_MI_2.9.3,Histoplasmosis,,TRUE,4,2016-08;2019-08;2020-02;2008-02,n=MI-apsemm&ed=3&vol=1#377,,
S_MI_2.2.4,Epidemic Typhus,,TRUE,1,1998-11,n=MI-apsemm&ed=3&vol=1#311,,
S_MI_2.4.4,Kyasanur Forest Disease,,TRUE,2,2001-11;2006-02,n=MI-apsemm&ed=3&vol=1#342,,
S_MI_2.5.6,MIcrofilaria,,TRUE,4,1996-04;1991-12;1998-10;2003-10,n=MI-apsemm&ed=3&vol=1#374,,
E_MI_2.3.2,Brucellosis,"-Pathogenesis
-Clinical Features 
-Laboratory Diagnosis
-Prophylaxis",TRUE,1,2000-04,n=MI-apsemm&ed=3&vol=1#316,,
