Id,Title,Descriptions,HasPreviouslyBeenAsked,Importance,YearsAsked,ProbableCases,References
S_PA_25.9.1,Biliary Cirrhosis,,True,1,2015-02,,@book?n=PA-rbpbdsa&ed=10&vol=2#857
S_PA_25.7.2,Wilson Disease,,True,2,2022-08;2018-02,,@book?n=PA-rbpbdsa&ed=10&vol=2#850
S_PA_25.15.2,Chronic Pancreatitis,,True,2,2019-08;2006-02,,@book?n=PA-rbpbdsa&ed=10&vol=2#886
S_PA_25.4.1.4,Alcoholic Cirrhosis,- Pathology,True,2,2020-11;2005-08,,@book?n=PA-rbpbdsa&ed=10&vol=2#842
E_PA_25.4.1,Alcoholic Liver Disease,"- Investigation
- Effect of Alcohol on Liver
- Morphology
- Clinical Features
- Complications",True,1,2022-03,A 50 year male alcoholic presented with jaundice.,@book?n=PA-rbpbdsa&ed=10&vol=2#842
S_PA_25.13.1,Acute Cholecystitis,,True,1,2022-08,A 40 year old obese female with complaints of severe abdominal pain radiating to the right shoulder. Ultrasound was done and she was advised Cholecystectomy by the surgeon.,@book?n=PA-rbpbdsa&ed=10&vol=2#875
S_PA_25.5.3.2,Ascitic Fluid Cytology,,True,1,2023-02,,@book?n=PA-rbpbdsa&ed=10&vol=2#829;@book?n=PA-prtpat&ed=3&vol=1#157
E_PA_25.10.3,Hepatocellular Carcinoma,,True,1,2007-08,"52 year male was admitted with persistent abdominal pain, gastric distention and vomiting. He had history of loss of appetite, loss of weight and haematemesis. What is the most probable diagnosis?",@book?n=PA-rbpbdsa&ed=10&vol=2#868
S_PA_25.4,Fatty Liver,- Pathology,True,2,2005-08;1991-12,,@book?n=PA-rbpbdsa&ed=10&vol=2#842
S_PA_25.2,Hepatic Failure,,False,1,,,@book?n=PA-rbpbdsa&ed=10&vol=2#826
S_PA_25.5,Portal Hypertension,,False,1,,,@book?n=PA-rbpbdsa&ed=10&vol=2#828
S_PA_25.4.2,Non Alcoholic Fatty Liver Disease,,False,1,,,@book?n=PA-rbpbdsa&ed=10&vol=2#846
S_PA_25.9,Autoimmune Cholangiopathies,- Primary Sclerosing Cholangitis;- Differentiate Primary Biliary Cirrhosis and Primary Sclerosing Cholangitis,False,1,,,@book?n=PA-rbpbdsa&ed=10&vol=2#857
S_PA_25.14,Congenital Anomalies of Pancreas,,False,1,,,@book?n=PA-rbpbdsa&ed=10&vol=2#881
S_PA_25.16.2,Pseudocyst (Non-neoplastic Cysts of Pancreas),,False,1,,,@book?n=PA-rbpbdsa&ed=10&vol=2#888
S_PA_25.17,Tumors of Pancreas,,False,1,,,@book?n=PA-rbpbdsa&ed=10&vol=2#888
S_PA_,Mallory Bodies,,True,1,2012-02,,@book?n=PA-rbpbdsa&ed=10&vol=1#843
S_PA_,Bridging Necrosis of Liver,,True,1,2013-02,,@book?n=PA-rbpbdsa&ed=10&vol=1#844
S_PA_,Ground Glass Hepatocytes,,True,1,2013-08,,@book?n=PA-rbpbdsa&ed=10&vol=1#837
S_PA_,Kernicterus,,True,1,2019-08,,
S_PA_,Kayser-Fleischer Ring,,True,1,2022-02,,@book?n=PA-rbpbdsa&ed=10&vol=1#850
